address,coordinates
"2034 Hill Everhart Rd, Lexington, NC 27295","{'latitude': 35.865074, 'longitude': -80.23626}"
"367 Ovada Ave, Lexington, NC 27295","{'latitude': 35.848026, 'longitude': -80.27269}"
"119 Upton St, Lexington, NC 27295","{'latitude': 35.84105, 'longitude': -80.24543}"
"Pine Ridge Off Rd, Lexington, NC 27295","{'latitude': 35.864407, 'longitude': -80.27482}"
"104 Woodhaven Dr, Lexington, NC 27295","{'latitude': 35.839233, 'longitude': -80.26421}"
"125 Saintsbury Pl, Lexington, NC 27295","{'latitude': 35.840546, 'longitude': -80.28007}"
"582 Arnold Rd, Lexington, NC 27295","{'latitude': 35.868168, 'longitude': -80.258606}"
"308 Meadow Dr, Lexington, NC 27295","{'latitude': 35.85033, 'longitude': -80.25068}"
"142 Huntington Trl, Lexington, NC 27295","{'latitude': 35.866463, 'longitude': -80.25715}"
"405 Swing Dairy Rd, Lexington, NC 27295","{'latitude': 35.83796, 'longitude': -80.26158}"
"407 Swing Dairy Rd, Lexington, NC 27295","{'latitude': 35.838085, 'longitude': -80.26149}"
"18 Mayflower Ln, Lexington, NC 27295","{'latitude': 35.84158, 'longitude': -80.262024}"
"305 Walser Rd, Lexington, NC 27295","{'latitude': 35.85125, 'longitude': -80.258064}"
"1203 White St, Lexington, NC 27295","{'latitude': 35.84142, 'longitude': -80.250725}"
"3 Hames St, Lexington, NC 27295","{'latitude': 35.84118, 'longitude': -80.25619}"
"112 Delta St, Lexington, NC 27295","{'latitude': 35.85585, 'longitude': -80.26676}"
"230 Jackson Ave, Lexington, NC 27295","{'latitude': 35.86152, 'longitude': -80.25472}"
"230 Hill St, Lexington, NC 27295","{'latitude': 35.86004, 'longitude': -80.25527}"
"122 Saintsbury Pl, Lexington, NC 27295","{'latitude': 35.841076, 'longitude': -80.27967}"
"118 Wintergreen Ct, Lexington, NC 27295","{'latitude': 35.842667, 'longitude': -80.28002}"
"509 Hill Everhart Rd, Lexington, NC 27295","{'latitude': 35.84576, 'longitude': -80.228004}"
"202 Hamilton Rd #15, Lexington, NC 27295","{'latitude': 35.837955, 'longitude': -80.24177}"
"7 Hawthorne Ln, Lexington, NC 27295","{'latitude': 35.837467, 'longitude': -80.265305}"
"451 Ovada Ave #33, Lexington, NC 27295","{'latitude': 35.84846, 'longitude': -80.27198}"
"108 Willowbrook Cres, Lexington, NC 27295","{'latitude': 35.843777, 'longitude': -80.264244}"
"411 Price Rd, Lexington, NC 27295","{'latitude': 35.847233, 'longitude': -80.260605}"
"202 Hamilton Rd, Lexington, NC 27295","{'latitude': 35.838383, 'longitude': -80.24137}"
"112 Wintergreen Ct, Lexington, NC 27295","{'latitude': 35.84294, 'longitude': -80.27954}"
"475 Ovada Ave #31, Lexington, NC 27295","{'latitude': 35.84922, 'longitude': -80.271774}"
"475 Ovada Ave, Lexington, NC 27295","{'latitude': 35.84797, 'longitude': -80.27253}"
"Sidney St, Lexington, NC 27295","{'latitude': 35.851578, 'longitude': -80.26734}"
"462 Radio Dr, Lexington, NC 27292","{'latitude': 35.83591, 'longitude': -80.23006}"
"231 Mize Rd, Lexington, NC 27295","{'latitude': 35.85116, 'longitude': -80.26415}"
"110 Habersham Ct, Lexington, NC 27295","{'latitude': 35.840195, 'longitude': -80.27844}"
"424 Ovada Ave #25, Lexington, NC 27295","{'latitude': 35.847088, 'longitude': -80.27362}"
"424 Ovada Ave, Lexington, NC 27295","{'latitude': 35.8484, 'longitude': -80.2769}"
"203 Arnold Farms Ln, Lexington, NC 27295","{'latitude': 35.870632, 'longitude': -80.26626}"
"1572 Greensboro Street Ext, Lexington, NC 27295","{'latitude': 35.842953, 'longitude': -80.21916}"
"480 Ovada Ave, Lexington, NC","{'latitude': 35.849068, 'longitude': -80.271126}"
"463 Ovada Ave #32, Lexington, NC 27295","{'latitude': 35.848946, 'longitude': -80.27174}"
"463 Ovada Ave, Lexington, NC 27295","{'latitude': 35.8479, 'longitude': -80.2725}"
"388 Ovada Ave #22, Lexington, NC 27295","{'latitude': 35.84785, 'longitude': -80.27157}"
"0 Greensboro St, Lexington, NC 27292","{'latitude': 35.836082, 'longitude': -80.239426}"
"231 Sunset Ridge Ln, Lexington, NC 27295","{'latitude': 35.868835, 'longitude': -80.25567}"
"264 Bremen Garden Dr, Lexington, NC 27295","{'latitude': 35.85388, 'longitude': -80.2595}"
"1193 W Center Street Ext, Lexington, NC 27295","{'latitude': 35.848778, 'longitude': -80.27914}"
"1911 Hill Everhart Rd, Lexington, NC 27295","{'latitude': 35.86312, 'longitude': -80.23505}"
"472 Ovada Ave #29, Lexington, NC 27295","{'latitude': 35.848614, 'longitude': -80.27097}"
"400 Ovada Ave, Lexington, NC 27295","{'latitude': 35.847435, 'longitude': -80.27252}"
"472 Ovada Ave, Lexington, NC 27295","{'latitude': 35.84788, 'longitude': -80.2725}"
"807 Eleanor Dr, Lexington, NC 27295","{'latitude': 35.83755, 'longitude': -80.2497}"
"436 Ovada Ave #26, Lexington, NC 27295","{'latitude': 35.8483, 'longitude': -80.27108}"
"9 Woodhaven Dr, Lexington, NC 27295","{'latitude': 35.838657, 'longitude': -80.26495}"
"123 Saintsbury Pl, Lexington, NC 27295","{'latitude': 35.84063, 'longitude': -80.27943}"
"412 Ovada Ave #24, Lexington, NC 27295","{'latitude': 35.848125, 'longitude': -80.27153}"
"383 Ovada Ave #38, Lexington, NC 27295","{'latitude': 35.848022, 'longitude': -80.27282}"
"160 Koontz Farm Dr, Lexington, NC 27295","{'latitude': 35.8702, 'longitude': -80.25806}"
"150 Habersham Ct, Lexington, NC 27295","{'latitude': 35.8389, 'longitude': -80.28036}"
"104 Tannin Way, Lexington, NC 27295","{'latitude': 35.839783, 'longitude': -80.27655}"
"120 Wintergreen Ct, Lexington, NC 27295","{'latitude': 35.842587, 'longitude': -80.28013}"
"787 Bethesda Rd #13C, Lexington, NC 27295","{'latitude': 35.884106, 'longitude': -80.23962}"
"771 Hinkle Ln, Lexington, NC 27295","{'latitude': 35.908825, 'longitude': -80.24111}"
"329 Courtney Ln, Lexington, NC 27295","{'latitude': 35.895412, 'longitude': -80.247215}"
"248 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.90873, 'longitude': -80.23879}"
"263 Kyndall Run Dr #57, Lexington, NC 27295","{'latitude': 35.876892, 'longitude': -80.25872}"
"210 Painted Trails, Lexington, NC 27295","{'latitude': 35.90745, 'longitude': -80.23866}"
"259 Grayland St, Lexington, NC 27295","{'latitude': 35.87968, 'longitude': -80.28027}"
"108 Tabby Ct #62, Lexington, NC 27295","{'latitude': 35.876423, 'longitude': -80.25915}"
"206 Salem Rd, Lexington, NC 27295","{'latitude': 35.88807, 'longitude': -80.24791}"
"260 Kyndall Run Dr #31, Lexington, NC 27295","{'latitude': 35.87694, 'longitude': -80.25935}"
"502 Charlie Hinkle Rd, Lexington, NC 27295","{'latitude': 35.900543, 'longitude': -80.253525}"
"140 Breaking Dawn Rd, Lexington, NC 27295","{'latitude': 35.87819, 'longitude': -80.25694}"
"314 Painted Trl, Lexington, NC 27295","{'latitude': 35.907394, 'longitude': -80.23721}"
"195 Shelton Ave, Lexington, NC 27295","{'latitude': 35.899136, 'longitude': -80.263435}"
"195 Shelton Ave, Lexington, NC 27295","{'latitude': 35.898933, 'longitude': -80.26341}"
"278 Painted Trails, Lexington, NC 27295","{'latitude': 35.907433, 'longitude': -80.23752}"
"Courtney Ln, Lexington, NC","{'latitude': 35.895138, 'longitude': -80.2446}"
"283 Courtney Ln, Lexington, NC 27295","{'latitude': 35.895435, 'longitude': -80.24794}"
"230 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.90876, 'longitude': -80.23911}"
"122 Tabby Ct #61, Lexington, NC 27295","{'latitude': 35.8773, 'longitude': -80.25885}"
"301 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.909344, 'longitude': -80.23774}"
"Bethesda Rd, Lexington, NC","{'latitude': 35.88686, 'longitude': -80.235886}"
"357 Frog Pond Dr, Lexington, NC 27295","{'latitude': 35.911247, 'longitude': -80.270386}"
"2826 Leonard Rd, Lexington, NC 27295","{'latitude': 35.885612, 'longitude': -80.261635}"
"132 Koontz Ave, Lexington, NC 27295","{'latitude': 35.882706, 'longitude': -80.27886}"
"138 Snickers Ct #52, Lexington, NC 27295","{'latitude': 35.8771, 'longitude': -80.25799}"
"131 Snickers Ct #50, Lexington, NC 27295","{'latitude': 35.877014, 'longitude': -80.25949}"
"185 Ed Byerly Rd, Lexington, NC 27295","{'latitude': 35.879017, 'longitude': -80.27865}"
"274 Kyndall Run Dr #30, Lexington, NC 27295","{'latitude': 35.87715, 'longitude': -80.25915}"
"1375 Welcome Bethesda Rd, Lexington, NC 27295","{'latitude': 35.902866, 'longitude': -80.235085}"
"342 Greentree Dr, Lexington, NC 27295","{'latitude': 35.89172, 'longitude': -80.25671}"
"254 Valleyview Dr, Lexington, NC 27295","{'latitude': 35.87995, 'longitude': -80.23706}"
"266 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.908577, 'longitude': -80.238075}"
"174 Somerton Ln, Lexington, NC 27295","{'latitude': 35.889347, 'longitude': -80.22766}"
"195 Kyndall Run Dr #49, Lexington, NC 27295","{'latitude': 35.877075, 'longitude': -80.25895}"
"559 Welcome Arcadia Rd, Lexington, NC 27295","{'latitude': 35.91213, 'longitude': -80.262474}"
"207 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.909267, 'longitude': -80.23954}"
"110 Crickets Run, Lexington, NC 27295","{'latitude': 35.90797, 'longitude': -80.236145}"
"283 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.909286, 'longitude': -80.23815}"
"5379 Old Us Highway 52, Lexington, NC 27295","{'latitude': 35.898373, 'longitude': -80.2567}"
"176 Crickets Run, Lexington, NC 27295","{'latitude': 35.90882, 'longitude': -80.23591}"
"189 Bethesda Dr, Lexington, NC 27295","{'latitude': 35.906254, 'longitude': -80.231316}"
"437 Lanier Dr, Lexington, NC 27295","{'latitude': 35.89647, 'longitude': -80.24647}"
"437 Lanier Dr, Lexington, NC 27295","{'latitude': 35.89648, 'longitude': -80.24637}"
"449 Sundial Dr, Lexington, NC 27295","{'latitude': 35.88535, 'longitude': -80.25545}"
"334 Painted Trails, Lexington, NC 27295","{'latitude': 35.90746, 'longitude': -80.23655}"
"433 Sundial Dr, Lexington, NC 27295","{'latitude': 35.88535, 'longitude': -80.25557}"
"418 Sundial Dr, Lexington, NC 27295","{'latitude': 35.889812, 'longitude': -80.254875}"
"5595 Old Us Highway 52, Lexington, NC 27295","{'latitude': 35.90143, 'longitude': -80.257706}"
"210 Howard Ln, Lexington, NC 27295","{'latitude': 35.883884, 'longitude': -80.24513}"
"298 George Surratt Rd, Lexington, NC 27295","{'latitude': 35.900665, 'longitude': -80.22772}"
"Grayland St, Lexington, NC 27295","{'latitude': 35.88034, 'longitude': -80.2795}"
"361 Sundial Dr, Lexington, NC 27295","{'latitude': 35.886723, 'longitude': -80.253365}"
"361 Sundial Dr, Lexington, NC 27292","{'latitude': 35.886364, 'longitude': -80.253044}"
"376 Painted Trails #18, Winston Salem, NC 27127","{'latitude': 35.908466, 'longitude': -80.23583}"
"364 Painted Trails, Lexington, NC 27295","{'latitude': 35.90733, 'longitude': -80.23577}"
"130 Snickers Ct #53, Lexington, NC 27295","{'latitude': 35.877197, 'longitude': -80.258736}"
"399 Sundial Dr, Lexington, NC 27295","{'latitude': 35.886658, 'longitude': -80.25393}"
"220 Drake Ln, Lexington, NC 27295","{'latitude': 35.88052, 'longitude': -80.24967}"
"467 Sundial Dr, Lexington, NC 27295","{'latitude': 35.885647, 'longitude': -80.25562}"
"521 Sundial Dr, Lexington, NC 27292","{'latitude': 35.88699, 'longitude': -80.2532}"
"503 Sundial Dr, Lexington, NC 27295","{'latitude': 35.88619, 'longitude': -80.25406}"
"195 Sundial Dr, Lexington, NC 27295","{'latitude': 35.888535, 'longitude': -80.25353}"
"132 Crickets Run, Lexington, NC 27295","{'latitude': 35.908226, 'longitude': -80.236084}"
"138 Kevin Dale Dr, Lexington, NC 27295","{'latitude': 35.90336, 'longitude': -80.235435}"
"520 Sundial Dr, Lexington, NC 27295","{'latitude': 35.88642, 'longitude': -80.25452}"
"485 Sundial Dr, Lexington, NC 27295","{'latitude': 35.885963, 'longitude': -80.25386}"
"485 Sundial Dr, Lexington, NC 27292","{'latitude': 35.886047, 'longitude': -80.25369}"
"512 Sundial Dr, Lexington, NC 27295","{'latitude': 35.88634, 'longitude': -80.254616}"
"498 Sundial Dr, Lexington, NC 27292","{'latitude': 35.886898, 'longitude': -80.25388}"
"462 Sundial Dr, Lexington, NC 27292","{'latitude': 35.887264, 'longitude': -80.25384}"
"440 Sundial Dr, Lexington, NC 27295","{'latitude': 35.88664, 'longitude': -80.25466}"
"480 Sundial Dr, Lexington, NC 27295","{'latitude': 35.886505, 'longitude': -80.2542}"
"109 Sasha Dr #1, Lexington, NC 27295","{'latitude': 35.87778, 'longitude': -80.25607}"
"109 Sasha Dr, Lexington, NC 27295","{'latitude': 35.877697, 'longitude': -80.25612}"
"5109 Old Us Highway 52, Lexington, NC 27295","{'latitude': 35.894527, 'longitude': -80.256386}"
"231 Valleyview Dr, Lexington, NC 27295","{'latitude': 35.880634, 'longitude': -80.2373}"
"231 Valleyview Dr, Lexington, NC 27295","{'latitude': 35.880627, 'longitude': -80.23716}"
"213 Valleyview Dr, Lexington, NC 27295","{'latitude': 35.88058, 'longitude': -80.23723}"
"114 Somerton Ln, Lexington, NC 27295","{'latitude': 35.88826, 'longitude': -80.227554}"
"347 Sundial Dr, Lexington, NC 27295","{'latitude': 35.888428, 'longitude': -80.253525}"
"237 Sundial Dr, Lexington, NC 27295","{'latitude': 35.888203, 'longitude': -80.25332}"
"127 Solstice Dr, Lexington, NC 27295","{'latitude': 35.888596, 'longitude': -80.228134}"
"144 Sasha Dr #78, Lexington, NC 27295","{'latitude': 35.877632, 'longitude': -80.25699}"
"307 Sundial Dr, Lexington, NC 27292","{'latitude': 35.888153, 'longitude': -80.25328}"
"289 Sundial Dr, Lexington, NC 27295","{'latitude': 35.88712, 'longitude': -80.253136}"
"265 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.909267, 'longitude': -80.238365}"
"155 Sundial Dr, Lexington, NC 27295","{'latitude': 35.889168, 'longitude': -80.25367}"
"406 Welcome Bethesda Rd, Lexington, NC 27295","{'latitude': 35.89967, 'longitude': -80.25134}"
"971 Calvin Sowers Rd, Lexington, NC 27295","{'latitude': 35.892048, 'longitude': -80.23347}"
"288 Kyndall Run Dr #29, Lexington, NC 27295","{'latitude': 35.87948, 'longitude': -80.259865}"
"333 Wynnfall Dr #12, Lexington, NC 27295","{'latitude': 35.90925, 'longitude': -80.23714}"
"156 Pickett Dr, Lexington, NC 27295","{'latitude': 35.90429, 'longitude': -80.25955}"
"134 Kyndall Run Dr #40, Lexington, NC 27295","{'latitude': 35.877335, 'longitude': -80.25914}"
"171 Carley Ln, Lexington, NC 27295","{'latitude': 35.87779, 'longitude': -80.25009}"
"154 Crickets Run #15, Lexington, NC 27295","{'latitude': 35.90883, 'longitude': -80.23599}"
"352 Painted Trails #20, Lexington, NC 27295","{'latitude': 35.90728, 'longitude': -80.23567}"
"328 Sundial Dr, Lexington, NC 27295","{'latitude': 35.886818, 'longitude': -80.25397}"
"5219 Old Us Highway 52, Lexington, NC 27295","{'latitude': 35.89538, 'longitude': -80.256516}"
"5260 Old Us Highway 52, Lexington, NC 27295","{'latitude': 35.89686, 'longitude': -80.25514}"
"360 Sundial Dr, Lexington, NC 27295","{'latitude': 35.886627, 'longitude': -80.25398}"
"219 Sundial Dr, Lexington, NC 27295","{'latitude': 35.888245, 'longitude': -80.25342}"
"283 Meadowview Rd, Lexington, NC 27295","{'latitude': 35.912407, 'longitude': -80.279976}"
"160 Sasha Dr, Lexington, NC 27295","{'latitude': 35.87738, 'longitude': -80.25703}"
"160 Sasha Dr #77, Lexington, NC 27295","{'latitude': 35.877045, 'longitude': -80.25708}"
"160 Painted Trails, Lexington, NC 27295","{'latitude': 35.907635, 'longitude': -80.23953}"
"139 Snickers Ct #51, Lexington, NC 27295","{'latitude': 35.87749, 'longitude': -80.257866}"
"498 Virginia Rd, Lexington, NC 27295","{'latitude': 35.89854, 'longitude': -80.26557}"
"993 Bethesda Rd, Lexington, NC 27295","{'latitude': 35.886703, 'longitude': -80.2353}"
"202 Eastwood Dr, Lexington, NC 27295","{'latitude': 35.879612, 'longitude': -80.237564}"
"183 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.909203, 'longitude': -80.23994}"
"296 Painted Trails, Lexington, NC 27295","{'latitude': 35.90758, 'longitude': -80.23718}"
"286 Sundial Dr, Lexington, NC","{'latitude': 35.88879, 'longitude': -80.254074}"
"304 Sundial Dr, Lexington, NC 27295","{'latitude': 35.8878, 'longitude': -80.25385}"
"212 Sundial Dr, Lexington, NC 27295","{'latitude': 35.888184, 'longitude': -80.25396}"
"230 Sundial Dr, Lexington, NC 27295","{'latitude': 35.88815, 'longitude': -80.25397}"
"1737 Welcome Bethesda Rd, Lexington, NC 27295","{'latitude': 35.903122, 'longitude': -80.22962}"
"3617 Old Us Highway 52, Lexington, NC 27295","{'latitude': 35.876263, 'longitude': -80.24769}"
"248 Sundial Dr, Lexington, NC 27295","{'latitude': 35.888195, 'longitude': -80.25397}"
"250 Kara Ln, Lexington, NC 27295","{'latitude': 35.895542, 'longitude': -80.22814}"
"338 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.908638, 'longitude': -80.23711}"
"192 Sasha Dr #75, Lexington, NC 27295","{'latitude': 35.878033, 'longitude': -80.257385}"
"284 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.90865, 'longitude': -80.2381}"
"441 Hinkle Ln, Lexington, NC 27295","{'latitude': 35.912857, 'longitude': -80.24544}"
"247 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.909344, 'longitude': -80.23885}"
"229 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.90927, 'longitude': -80.23919}"
"141 Wynnfall Dr #3, Lexington, NC 27295","{'latitude': 35.91049, 'longitude': -80.24273}"
"Holiday Dr, Lexington, NC 27295","{'latitude': 35.878822, 'longitude': -80.24575}"
"267 Painted Trails, Lexington, NC 27295","{'latitude': 35.907925, 'longitude': -80.23785}"
"302 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.9087, 'longitude': -80.237785}"
"350 Virginia Rd, Lexington, NC 27295","{'latitude': 35.90053, 'longitude': -80.264305}"
"511 Eastwood Dr, Lexington, NC 27295","{'latitude': 35.880497, 'longitude': -80.23323}"
"511 Eastwood Dr #12-16, Lexington, NC 27295","{'latitude': 35.880486, 'longitude': -80.233284}"
"1801 Welcome Bethesda Rd, Lexington, NC 27295","{'latitude': 35.90316, 'longitude': -80.22843}"
"163 Solstice Dr, Lexington, NC 27295","{'latitude': 35.888084, 'longitude': -80.230286}"
"Bethesda Off Rd, Lexington, NC 27295","{'latitude': 35.909245, 'longitude': -80.22736}"
"651 Calvin Sowers Rd, Lexington, NC 27295","{'latitude': 35.896004, 'longitude': -80.23455}"
"148 Breaking Dawn Rd #82, Lexington, NC 27295","{'latitude': 35.877136, 'longitude': -80.25848}"
"138 Somerton Ln, Lexington, NC 27295","{'latitude': 35.888287, 'longitude': -80.22749}"
"109 Solstice Dr, Lexington, NC 27295","{'latitude': 35.88814, 'longitude': -80.229126}"
"221 Somerton Ln, Lexington, NC","{'latitude': 35.886917, 'longitude': -80.23325}"
"156 Somerton Ln, Lexington, NC 27295","{'latitude': 35.88858, 'longitude': -80.22896}"
"320 Wynnfall Dr, Lexington, NC 27295","{'latitude': 35.908722, 'longitude': -80.23744}"
"2300 Arnold Rd, Lexington, NC 27295","{'latitude': 35.8824, 'longitude': -80.27795}"
"Creekside Ln, Lexington, NC 27295","{'latitude': 35.88673, 'longitude': -80.25985}"
"0B Creekside Ln, Lexington, NC 27295","{'latitude': 35.888634, 'longitude': -80.25606}"
"201 Solstice Dr, Lexington, NC 27295","{'latitude': 35.88776, 'longitude': -80.23284}"
"176 Sasha Dr #76, Lexington, NC 27295","{'latitude': 35.878086, 'longitude': -80.25779}"
"281 Somerton Ln, Lexington, NC","{'latitude': 35.887, 'longitude': -80.23329}"
"181 Solstice Dr, Lexington, NC","{'latitude': 35.88776, 'longitude': -80.233284}"
"429 Lake Leonard Rd, Lexington, NC 27295","{'latitude': 35.886005, 'longitude': -80.21686}"
"220 Solstice Dr, Lexington, NC 27295","{'latitude': 35.88831, 'longitude': -80.23072}"
"237 Somerton Ln, Lexington, NC","{'latitude': 35.886967, 'longitude': -80.23325}"
"269 Somerton Ln, Lexington, NC","{'latitude': 35.88975, 'longitude': -80.22844}"
"481 N Leonard Rd, Lexington, NC 27295","{'latitude': 35.897938, 'longitude': -80.25846}"
"138 Painted Trails, Lexington, NC 27295","{'latitude': 35.90759, 'longitude': -80.24018}"
"233 Latham Dr, Lexington, NC 27295","{'latitude': 35.90404, 'longitude': -80.23351}"
